yacimiento;refMLH;refHesperia;texto;municipio;provincia;material;soporte;direccion_escritura;tecnica;signario;sistema_dual;separadores;datacion
El Turó de Ca n'Oliver;C.12.19.S1;B.20.15;[---]taba[---];Cerdanyola del Vallès;Barcelona;CERAMICA;Ánfora;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Insegura: siglos IV - cambio de era.
El Turó de Ca n'Oliver;C.12.20.S1;B.20.12;taś;Cerdanyola del Vallès;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III - mediados s. I a.C.
El Turó de Ca n'Oliver;C.12.21.S1;B.20.02;ildiŕtan[e]ś;Cerdanyola del Vallès;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Siglos IV y III a.C.
Sant Miquel d'Olèrdola;C.65.01.S1;B.32.02;[---]taŕaltu[---?] [---]+eka;Olèrdola;Barcelona;CERAMICA;Óstracon;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo II a.C.
Sant Miquel d'Olèrdola;C.65.;B.32.01;[---]ebartin:alo [---]botoleis;Olèrdola;Barcelona;CERAMICA;Óstracon;LEVOGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo II a.C.
Can Gambús 3;C.72.01.S1;B.19.04;teśailauŕ beŕśir++n bitan astebeibaseban;Sabadell;Barcelona;PIEDRA;Colgante;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Siglo III - mediados s. I a.C.
Ilduro I (Burriac);C.07.;B.44.03;bilake;Cabrera de Mar;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;180 - 100 a.C.
Can Rossó;D.;B.09.01;śaleitaŕtin;Argençola;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Último cuarto del siglo II a.C. - primer cuarto del siglo I a.C.
Can Rossó;D.;B.09.02;śaleitaŕti[n];Argençola;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Último cuarto del siglo II a.C. - primer cuarto del siglo I a.C.
Can Rossó;D.;B.09.03;[śale]itaŕti[n];Argençola;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Último cuarto del siglo II a.C. - primer cuarto del siglo I a.C.
Can Rossó;D.;B.09.04;śaleita[ŕtin];Argençola;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Último cuarto del siglo II a.C. - primer cuarto del siglo I a.C.
Can Rossó;D.;B.09.05;śa[leitaŕtin];Argençola;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Último cuarto del siglo II a.C. - primer cuarto del siglo I a.C.
Can Rossó;D.;B.09.06;a) śuiltiŕ b) ko;Argençola;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Último cuarto del siglo II a.C. - primer cuarto del siglo I a.C..
Plana Basarda;C.;GI.18.01;(a) [.]akutaneś (b) [.]laśtegeŕar++;Santa Cristina d'Aro;Girona;PLOMO;Pesa;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Siglos IV - III a.C.
El Puig del Castell;C.69.;GI.13.01;baikarekerar;Sant Julià de Ramis;Girona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Primera mitad del s. IV a.C.
Ca l'Estrada;C.;B.25.06;ḿ[ltun]śor;Canovelles;Barcelona;CERAMICA;RECIPIENTE;LEVOGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Principios del s. I a.C. - mediados del s. I a.C.
Ca l'Estrada;C.;B.25.02;ḿltunśor;Canovelles;Barcelona;CERAMICA;RECIPIENTE;LEVOGIRA;IMPRESO;LEVANTINO;NO DUAL;DOS PUNTOS;Principios del s. I a.C. - mediados del s. I a.C
Ca l'Estrada;C.;B.25.03;ḿltunśor;Canovelles;Barcelona;CERAMICA;RECIPIENTE;LEVOGIRA;IMPRESO;LEVANTINO;NO DUAL;DOS PUNTOS;Principios del s. I a.C. - mediados del s. I a.C.
Ca l'Estrada;C.;B.25.05;ḿ[ltun]śor;Canovelles;Barcelona;CERAMICA;RECIPIENTE;LEVOGIRA;IMPRESO;LEVANTINO;NO DUAL;DOS PUNTOS;Principios del s. I a.C. - mediados del s. I a.C.
Cap Negret;G.;A.14.01;]akaŕ;Altea;Alicante;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo I a.C.
Ca l'Estrada;C.;B.25.04;ḿltunśor;Canovelles;Barcelona;CERAMICA;RECIPIENTE;LEVOGIRA;IMPRESO;LEVANTINO;NO DUAL;DOS PUNTOS;Principios del s. I a.C. - mediados del s. I a.C.
Ca l'Estrada;C.;B.25.08;oe;Canovelles;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;DOS PUNTOS;Principios del s. I a.C. - mediados del s. I a.C.
Egara;C.32.;B.16.03;talskubilos;Terrassa;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados s. II - mediados s. I a.C.
Ca l'Estrada;C.;B.25.09;oe;Canovelles;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados del s. II - mediados del s. I a.C.
Ca l'Estrada;C.;B.25.10;a) oe b) i;Canovelles;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados del s. II - mediados del s. I a.C.
Ilduro II (Can Rodon de l'Hort);C.07.;B.44.39;a) kutukiŕbitatikoukebosekom̂ḿ b) kutakituŕsborbiokou;Cabrera de Mar;Barcelona;CERAMICA;INSTRUMENTO;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;El contexto arqueológico secundario sólo indica un ante quem del siglo I d.C., es decir nos indica un límite cronológico máximo, pero probablemente la inscripción corresponda a los siglos II - I a.C.
Ilduro II (Mas Català);C.07.;B.44.37;tite;Cabrera de Mar;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;90/80 - 20 a.C.
Ilduro II (Mas Català);C.07.;B.44.30;balke;Cabrera de Mar;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Último tercio del siglo II a.C.
Can Bartomeu;C.07.;B.44.18;baŕ[---];Cabrera de Mar;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos III - II a.C.
Can Bartomeu;C.07.;B.44.19;[---]ḿi;Cabrera de Mar;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos III - II a.C.
Ilduro II (L'Hostal);C.07.;B.44.31;kai;Cabrera de Mar;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Último tercio del s. II a.C.
Ilduro II (L'Hostal);C.07.;B.44.26;sa̲;Cabrera de Mar;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo IV - cambio de Era.
Sant Miquel d'Olèrdola;C.65.;B.32.03;[---]+ato[---];Olèrdola;Barcelona;CERAMICA;Tapadera?;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. - cambio de Era.
Pech Maho;B.07.38.SUP = PM V;AUD.05.38a;I (texto superior) A ]bideŕdo[ ]loŕkas:beiku 3 ]śiśalirbitiŕokank̲u̲b̲e̲ ]r:̱taŕokekubeŕ[ ]ndobo ]ke:̱aŕ*kueibos t̲e̲ŕat̲i̲ 6 ]neŕśar:garisdiaku diŕandan:naŕtok̲u̲i[-]de[-]k̲o̲ ]idiatu:ban:kutur:bideŕokan B leisirenḿi;Sigean;Aude;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Finales s. III a.C.
Moulin, Peyriac-de-Mer;B.;AUD.07.02;ΚΑΝΙΚΩΝΕ;Peyriac-de-Mer;Aude;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;GRIEGO;NO APLICA;;Finales s. III - mediados s. II a.C.
Ruscino = Château-Roussillon;B.08.;PYO.01.23;ogei;Perpignan;Pyrénées-Orientales;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;S. II a.E. - I a.E.
Ruscino = Château-Roussillon;B.08.;PYO.01.30;se;Perpignan;Pyrénées-Orientales;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Med. s. II a.E. - med. s. I a.E.
Ruscino = Château-Roussillon;B.08.;PYO.01.33;]luta[;Perpignan;Pyrénées-Orientales;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Med. s. II a.E. - med. s. I a.E.
Ger Z4;B.;GI.01.01c;kugutudutidibabitadatedekogotodo+leś[.]skaga++a+mnirŕbekigium̂ḿ+;Ger;Girona;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Siglo III a.C.
Ger Z4;B.;GI.01.03a;neitin:basetiŕa:iuns / tir:baŕbinkiteusḵe̱ikite / śauś;Ger;Girona;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;DOS PUNTOS;
La Devesa de Sallent;B.26.;GI.03.01b;kugubabitadak̲o̱gotede[.]t̲u̱ḏu̲ŕutiditodo+[---];Bolvir;Girona;PIEDRA;PARIETAL/RUPESTRE;LEVOGIRA;INCISION;LEVANTINO;DUAL;CARECE;Siglos IV - III a.C.
La Devesa de Sallent;B.26.;GI.03.02;kutubitatikoaŕkiuŕ;Bolvir;Girona;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Ensérune;B.01.352b;HER.02.352B;]aś[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;S. III a.C. - I a.C.
Osséja Z6;B.23.;PYO.07.32;a) ḿ++ b) ḿ++tá+;Osséja;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;
Osséja Z6;B.23.;PYO.07.33;śbada̲ mu lnelneśuḿ ba++ o̲b̲a̲ b̲a̲b̲a̲lŕela̲+deeebadin̲ea̲;Osséja;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;
Osséja Z6;B.23.;PYO.07.34;batallelbi oo++l;Osséja;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;
La Tor de Querol Z4;B.24.;PYO.03.02b (.03);urtinbiuŕ⌶ ekiar tikanalenaibetinebalkare;La Tor de Querol;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;
La Tor de Querol Z4;B.24.;PYO.03.02c (.04);ti tiu̲ga;La Tor de Querol;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;
La Tor de Querol Z4;B.24.;PYO.03.02d (.05);baor+si gaael+nieiei eŕḿ;La Tor de Querol;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;
La Tor de Querol Z4;B.24.;PYO.03.02e (.06);a̲bada+ okaoi;La Tor de Querol;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;
La Tor de Querol Z4;B.24.;PYO.03.02f (.07);o̲+alo++++ga;La Tor de Querol;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;
La Tor de Querol Z4;B.24.;PYO.03.02g (.08);i̲letikadarto+;La Tor de Querol;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;
La Tor de Querol Z4;B.24.;PYO.03.02h (.09);kugutudutidibabitada++kogo[c7]lbubeo++ŕkigitodo++mnḿIu;La Tor de Querol;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;S. IV a.E. - III a.E.
La Tor de Querol Z4;B.24.;PYO.03.02i (.10);b̲a̲t̲u̲biŕa daka;La Tor de Querol;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;
La Tor de Querol Z4;B.24.;PYO.03.03a (.11);kutukiŕbitatiko([);La Tor de Querol;Pyrénées-Orientales;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.E. en adelante.
El Tossal de la Ràpita;D.;L.13.01;[---]kon;Vallfogona de Balaguer;Lleida;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;130/120 - 40/30 a.C.
Cabeço de Mariola;G.05;A.02.03;bele;Alfafara;Alicante;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos IV - III a.C.
Can Fontagrau;C.;GI.16.01;ilturtiki;Sils;Girona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales del s. IV a.C.
Can Fontagrau;C.;GI.16.02;kai;Sils;Girona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales del s. II a.C. - mediados del s. I a.C.
Torre Cremada;E.;TE.13.01;ben;Valdeltormo;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;125 - 50 a.C.
Torre Cremada;E.;TE.13.02;]e;Valdeltormo;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;125-25 a.C.
Torre Cremada;E.;TE.13.03;bas;Valdeltormo;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;125 - 25 a.C.
Iesso;D.15.02.S1;L.18.08;A) oḳạịa B) ś;Guissona;Lleida;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados del s. II - mediados s. I a.C.
Can Sotaterra;D.05.11.S1;L.03.07;sbaśạ;Solsona;Lleida;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados s. II a.C.
Can Sotaterra;D.05.12.S1;L.03.05;ḿi;Solsona;Lleida;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Comienzos s. I a.C.
Can Sotaterra;D.05.13.S1;L.03.09;A) ute B) o;Solsona;Lleida;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Segunda mitad del siglo II - primera mitad del siglo I a.C.
La Palma - Nova Classis;C.;T.15.01;[---]+bitiukin:beta++[---];L'Aldea;Tarragona;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;TRES PUNTOS;Finales del s. III a.C.
Ilerda;D.;L.08.03;[---]tasa+[---];Lleida;Lleida;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo I a.C.
El Calvari;D.;L.05.01;banbaibar;La Granja d'Escarp;Lleida;PLOMO;;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Insegura: siglo III - inicios del siglo II a.C.
Empúries;C.01.28.S1;GI.10.09;[---]al[---] [---]+[---];L'Escala;Girona;PIEDRA;PLACA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo I a.C.
Sant Martí d'Empúries;C.01.35.S1;GI.10.01;[---]+e [---]+tin [---]tili;L'Escala;Girona;PIEDRA;PLACA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo I a.C.
L'Esquirol;D.;B.08.01;kutukiŕbitatikokabastokeaubooelm̂nḿite/śrbe;L'Esquirol;Barcelona;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Ca l'Estrada;C.;B.25.07;bal;Canovelles;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Aproximadamente 125 - 25 a.C.
Facultat de Medicina;C.12.04.S1;B.20.01;[---]+la[---];Cerdanyola del Vallès;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. II - comienzos s. I a.C.
La Torre dels Encantats;C.06.;B.47.10;bal;Arenys de Mar;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados s. I a.C. - mediados s. I d.C.
Ilduro I (Burriac);C.07.;B.44.04;[---?]bil;Cabrera de Mar;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;180 - 100 a.C.
Baetulo;C.08.;B.41.09;boba;Badalona;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Primera mitad del s. I a.C.
Baetulo;C.08.;B.41.18;[---]+ui[---];Badalona;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados s. I a.C. - mediados s. I a.C.
Baetulo;C.08.;B.41.19;lukin;Badalona;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Último tercio del s. I a.C.
El Tossal de Sant Miquel;F.13;V.06.082;eŕiarban:selg̱e̲śaler:deegiar:tardeḿbaŕ:/ aden:niśunin:bekoŕban:oŕer:uge̲ŕdeiser:;Liria / Llíria;Valencia;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;DUAL;tres-cinco puntos;Finales s. III - s. II a.C.
El Tossal de Sant Miquel;F.13;V.06.083;eŕi[---]ikamteiunsr:;Liria / Llíria;Valencia;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;DUAL;9 puntos;Indeterminada.
El Tossal de Sant Miquel;F.13;V.06.084;]a̲itube[;Liria / Llíria;Valencia;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;DUAL;CARECE;Indeterminada.
El Tossal de Sant Miquel;F.13;V.06.085;eŕiar:ban+[;Liria / Llíria;Valencia;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;DUAL;TRES PUNTOS;Indeterminada.
El Puig de La Misericòrdia;F.;CS.02.01;o;Vinaroz / Vinaròs;Castellón;PIEDRA;Ponderal;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;IIs a. C.
La Cabañeta;E.;Z.11.06;be+[---];El Burgo de Ebro;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. II - primer tercio s. I a.C. (guerras sertorianas).
La Cabañeta;E.;Z.11.08;sŕ;El Burgo de Ebro;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. II - primer tercio s. I a.C. (guerras sertorianas).
La Cabañeta;E.;Z.11.11;teitataŕeseŕaśoankeibonatintaneśte;El Burgo de Ebro;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. II - primer tercio s. I a.C. (guerras sertorianas).
La Cabañeta;E.;Z.11.12;[---]+narḿi;El Burgo de Ebro;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. II - primer tercio s. I a.C. (guerras sertorianas).
La Cabañeta;E.;Z.11.13;[---]u:a[...];El Burgo de Ebro;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;DOS PUNTOS;Finales s. II - primer tercio s. I a.C. (guerras sertorianas).
La Cabañeta;E.;Z.11.14;ti;El Burgo de Ebro;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;últimas décadas s. II a.C.- guerras sertorianas (destrucción del yacimiento)
Masico de Ponz;E.12;TE.11.04;aiunin;Alcañiz;Teruel;CERAMICA;Peso;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Indeterminada.
Celsa;E. (D.14.1.S1);Z.13.01;tike[;Velilla de Ebro;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Insegura: s. I a.C.
Celsa;E.;Z.13.02;tai[...];Velilla de Ebro;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Insegura: siglos II y I a.C.
L'Esquerda;D.;B.07.03;]kerkeionḿ[;Les Masies de Roda;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;desde finales del siglo IV hasta el siglo I aC
L'Esquerda;D.;B.07.02;agiradin+[;Les Masies de Roda;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;s. II-I a. C.
Mas de Moreno;E.;TE.09.04;balkei;Foz Calanda;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Aprox. 75 - 40 a.C.
Mas de Moreno;E.;TE.09.05;balkei;Foz Calanda;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Aprox. 75 - 40 a.C.
Mas de Moreno;E.;TE.09.06;]t̲u̲ratiṇ;Foz Calanda;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Aprox. 75 - 40 a.C.
Mas de Moreno;E.;TE.09.07;]raṭị[;Foz Calanda;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Aprox. 75 - 40 a.C.
Mas de Moreno;E.;TE.09.10;]unin;Foz Calanda;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Aprox. 75 - 40 a.C.
Mas de Moreno;E.;TE.09.11;kaku;Foz Calanda;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Aprox. 75 - 40 a.C.
Mas de Moreno;E.;TE.09.02;balke[;Foz Calanda;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Mediados s. II - mediados s. I a.C.
Mas de Moreno;E.;TE.09.03;balkei;Foz Calanda;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Mediados s. II - mediados s. I a.C.
Mas de Moreno;E.;TE.09.08;]tin;Foz Calanda;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Mediados s. II - mediados s. I a.C.
Ensérune;B.01.359b;HER.02.359B;ṭa̱t̲u̲[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;LEVOGIRA;IMPRESO;LEVANTINO;DUAL;CARECE;S. III a.E. - I a.E.
Ensérune;B.01.359c;HER.02.359C;(tatuŕ);Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;LEVOGIRA;IMPRESO;LEVANTINO;DUAL;CARECE;S. II a.E. - I a.E.
Ensérune;B.01.360b;HER.02.360B;a [di] [n] go;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;;IMPRESO;LEVANTINO;DUAL;;Fin. s. III a.E. - I a.E.
La Carencia;F.19.;V.14.02;A1: [---]u[---]i[---] [---]++[-c. 3-]tilso+++śạṭịŕạ [---]o[-c. 2-]ṣịḷṭịḳọ+l+goloŕṭạ [---] [---]ṭị:ịḳọŕiskeŕ:ko[---] A2: ḅạlḳẹśịŕạ B: ḅạlkeśiŕe:ạṇạbedi:iuśtir:ḅẹle[s]:g̣ẹḅẹḷẹṣẹḳẹṣạị:aśkeŕeŕḍịṛ:[.]ŕeka: g̣ọṭụadeŕokegon ịḳọṛ́ḅạś:al+ŕei:oŕdi+ŕa? ḳạlanẹiạ:asụgin;Turís / Torís;Valencia;PLOMO;LAMINA/PLANCHA;LEVOGIRA;INCISION;MERIDIONAL;DUAL;DOS PUNTOS;Su editor, J. Velaza, la data en los siglos IV y III a.C.
El Mas Castellar;C.03.;GI.08.08;[---?]eŕgudo;Pontós;Girona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Mediados s. IV a.C.
El Mas Castellar;C.03.;GI.08.03;bigiśar n;Pontós;Girona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Mediados s. IV a.C.
El Mas Castellar;C.03.;GI.08.10;[---]+r;Pontós;Girona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados s. IV a.C.
El Mas Castellar;C.03.;GI.08.06;taŕśa[---];Pontós;Girona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Último cuarto s. V a.C.
Els Cingles de Bertí;D.;B.23.01;1) gaisirI 2) aloŕberigaisir 3) n 4) n 5) ni 6) ni 7) balkar 8) kanśkebeer 9) (figura) 10) labeŕeiku;Sant Martí de Centelles;Barcelona;PIEDRA;PARIETAL/RUPESTRE;LEVOGIRA;INCISION;LEVANTINO;DUAL;CARECE;
El Mujal - el Roser;C.;B.48.01;[---]kubal+[---];Calella;Barcelona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Castell de Miravet;C.;T.05.01;ete;Miravet;Tarragona;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados s. II - mediados s. I a.C.
Aeso;D.;L.02.01;[---]+naś;Isona i la Conca Dellà;Lleida;CERAMICA;Ánfora;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Segundo cuarto del s. I a.C.
