site,refMLH,refHesperia,text,municipality,province,material,medium,writing_direction,technique,signary,dual_system,separators,dating,municipality_latitude,municipality_longitude,province_latitude,province_longitude,dating_min,dating_max,dating_mean,dating_width,clean_text,material_cat,material_cat_code,medium_cat,medium_cat_code,writing_direction_cat_code,technique_cat,technique_cat_code,signary_cat,signary_cat_code,dual_system_cat,dual_system_cat_code,separators_cat,separators_cat_code
Abengibre,G.16.02,AB.01.02,aibeŕon:ebaaŕen:bediar,Abengibre,Albacete,PLATA,RECIPIENTE,LEVOGIRA,INCISION,MERIDIONAL,DUAL,RAYA,Siglo III a.C. (con ciertas reservas).,39.2100078,-1.54384487,38.83,-2.0,-300.0,-201.0,-250.5,99.0,aibeŕon:ebaaŕen:bediar,PLATA,5,RECIPIENTE,1,2,INCISION,1,MERIDIONAL,3,DUAL,2,RAYA,8
Abengibre,G.16.03,AB.01.03,aituŕginbediar,Abengibre,Albacete,PLATA,RECIPIENTE,LEVOGIRA,INCISION,MERIDIONAL,DUAL,CARECE,Insegura: s. IV - principios s. III a.C.,39.2100078,-1.54384487,38.83,-2.0,-400.0,-201.0,-300.5,199.0,aituŕginbediar,PLATA,5,RECIPIENTE,1,2,INCISION,1,MERIDIONAL,3,DUAL,2,CARECE,1
Abengibre,G.16.04,AB.01.04,aituŕgin:bidiar,Abengibre,Albacete,PLATA,RECIPIENTE,LEVOGIRA,INCISION,MERIDIONAL,DUAL,RAYA,Insegura: siglo IV - principios s. III a.C.,39.2100078,-1.54384487,38.83,-2.0,-400.0,-201.0,-300.5,199.0,aituŕgin:bidiar,PLATA,5,RECIPIENTE,1,2,INCISION,1,MERIDIONAL,3,DUAL,2,RAYA,8
Abengibre,G.16.05,AB.01.05,konilḏi̱ŕarbiḏi̱ar,Abengibre,Albacete,PLATA,RECIPIENTE,LEVOGIRA,INCISION,MERIDIONAL,DUAL,CARECE,Insegura: s. IV - principios s. III a.C.,39.2100078,-1.54384487,38.83,-2.0,-400.0,-201.0,-300.5,199.0,konilḏi̱ŕarbiḏi̱ar,PLATA,5,RECIPIENTE,1,2,INCISION,1,MERIDIONAL,3,DUAL,2,CARECE,1
Abengibre,G.16.01b,AB.01.01b,ildiŕtikerS45:ebanin:kokar,Abengibre,Albacete,PLATA,RECIPIENTE,DEXTROGIRA,INCISION,MERIDIONAL,DUAL,RAYA,Insegura: siglo IV - principios s. III a.C.,39.2100078,-1.54384487,38.83,-2.0,-400.0,-201.0,-300.5,199.0,ildiŕtiker+:ebanin:kokar,PLATA,5,RECIPIENTE,1,1,INCISION,1,MERIDIONAL,3,DUAL,2,RAYA,8
Abengibre,G.16.01c,AB.01.01c,bediarinar,Abengibre,Albacete,PLATA,RECIPIENTE,LEVOGIRA,INCISION,MERIDIONAL,DUAL,RAYA,Insegura: siglo IV - principios s. III a.C.,39.2100078,-1.54384487,38.83,-2.0,-400.0,-201.0,-300.5,199.0,bediarinar,PLATA,5,RECIPIENTE,1,2,INCISION,1,MERIDIONAL,3,DUAL,2,RAYA,8
Abengibre,G.16.01d,AB.01.01d,aibelorar:bediar,Abengibre,Albacete,PLATA,RECIPIENTE,LEVOGIRA,INCISION,MERIDIONAL,DUAL,RAYA,Insegura: siglo IV - principios s. III a.C.,39.2100078,-1.54384487,38.83,-2.0,-400.0,-201.0,-300.5,199.0,aibelorar:bediar,PLATA,5,RECIPIENTE,1,2,INCISION,1,MERIDIONAL,3,DUAL,2,RAYA,8
Cabeço de Mariola,G.05.01,A.02.01,]+ŕbinu+[ ]teia++[,Alfafara,Alicante,PLOMO,LAMINA/PLANCHA,LEVOGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Insegura: s. IV a.C. - I d.C.,38.77274828,-0.55552339,38.5,-0.5,-400.0,100.0,-150.0,500.0,]+ŕbinu+[ ]teia++[,PLOMO,3,LAMINA/PLANCHA,2,2,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Cabeço de Mariola,G.05.02,A.02.02,]se,Alfafara,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Insegura: siglo IV a.C. - I d.C.,38.77274828,-0.55552339,38.5,-0.5,-400.0,100.0,-150.0,500.0,]se,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Cerro de los Santos,G.14.01,AB.07.01,aiun ikarbia,Montealegre del Castillo,Albacete,PIEDRA,ESTATUA,DEXTROGIRA,INCISION,MERIDIONAL,NO DUAL,CARECE,Siglo III a.C.,38.78717469,-1.32487672,38.83,-2.0,-300.0,-201.0,-250.5,99.0,aiun ikarbia,PIEDRA,2,ESTATUA,19,1,INCISION,1,MERIDIONAL,3,NO DUAL,1,CARECE,1
Cerro de los Santos,G.14.02,AB.07.02,]śtulai aen,Montealegre del Castillo,Albacete,PIEDRA,ESTATUA,DEXTROGIRA,INCISION,MERIDIONAL,NO DUAL,CARECE,"Finales s. II - mediados s. I a.C. Noguera (1994, 126): principios - mediados s. I a.C.",38.78717469,-1.32487672,38.83,-2.0,-121.0,-26.0,-73.5,95.0,]śtulai aen,PIEDRA,2,ESTATUA,19,1,INCISION,1,MERIDIONAL,3,NO DUAL,1,CARECE,1
Corral de Saus,G.07.01,V.17.01,]:S48 v rkibea[,Mogente / Moixent,Valencia,PIEDRA,LAPIDA,LEVOGIRA,INCISION,MERIDIONAL,NO DUAL,RAYA,"J. de Hoz: siglo V - comienzos s. IV a.C. Apareció reutilizada en un contexto de los siglos III y II a.C., lo que constituye una fecha ante quem.",38.87398074,-0.751892924,39.48,-0.38,-500.0,-381.0,-440.5,119.0,]:+v rkibea[,PIEDRA,2,LAPIDA,5,2,INCISION,1,MERIDIONAL,3,NO DUAL,1,RAYA,8
Desconocido,G.00.01,SP.01.04,A: ]+ I I I o I I ]ibeś [3] o[ ] I I I I .kí. I I I I [7] a[ ] I I I I I I I [5] an+[ ]aśota[ B: ]a++ I I I I I I I [4] [ ]iŕ [3] bi[ ] [5] ikoil[ ]a I o I lt;AQUÍ UN SIGNOgt; [,desconocido,Desconocida,PLOMO,LAMINA/PLANCHA,LEVOGIRA,INCISION,MERIDIONAL,NO DUAL,CARECE,Indeterminada.,,,,,,,,,A: ]+ I I I o I I ]ibeś [---] o[ ] I I I I .kí. I I I I [---] a[ ] I I I I I I I [---] an+[ ]aśota[ B: ]a++ I I I I I I I [---] [ ]iŕ [---] bi[ ] [---] ikoil[ ]a I o I + [,PLOMO,3,LAMINA/PLANCHA,2,2,INCISION,1,MERIDIONAL,3,NO DUAL,1,CARECE,1
El Cabecico del Tesoro,G.19.01,MU.05.01,a+++kabire,"Verdolay, Murcia",Murcia,CERAMICA,RECIPIENTE,,PINTADO,LEVANTINO,NO DUAL,CARECE,IV - IIIin a.C.,37.85237594,-1.42462332,38.0,-1.13,-400.0,-301.0,-350.5,99.0,a+++kabire,CERAMICA,1,RECIPIENTE,1,3,PINTADO,2,LEVANTINO,1,NO DUAL,1,CARECE,1
El Cigarralejo,G.13.01,MU.04.01,iuntegen:e[ sakaŕbeś:sos[ lagutaś:kebes+[ isgenus:andinue+[ taŕikedelbabineditaŕke+s+[ ]+ŕik 5 sabaŕbasdeŕik:bidedenedesbesanelas: ikbaidesuisebartaśaŕtiduŕagunan nela:ebanalbasusbeliginela ]biandingorsanlenebarerbeigulnaŕerganikbos:,Mula,Murcia,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,TRES PUNTOS,Siglo IV a.C.; probablemente 375 - 350 a.C.,38.04203339,-1.49032811,38.0,-1.13,-400.0,-301.0,-350.5,99.0,iuntegen:e[ sakaŕbeś:sos[ lagutaś:kebes+[ isgenus:andinue+[ taŕikedelbabineditaŕke+s+[ ]+ŕik sabaŕbasdeŕik:bidedenedesbesanelas: ikbaidesuisebartaśaŕtiduŕagunan nela:ebanalbasusbeliginela ]biandingorsanlenebarerbeigulnaŕerganikbos:,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,GRECOIBERICO,5,,3,TRES PUNTOS,4
El Puig,G.02.01,A.04.11,(a) leis (b) ś,Alcoy /Alcoi,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,Siglo V a.C.,38.69764173,-0.473163128,38.5,-0.5,-500.0,-401.0,-450.5,99.0,(a) leis (b) ś,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
El Salobral,G.17.01,AB.04.01,ati .S47f. uia+iskeunir:tinkan:berśtano+ .S47f. a ś+sebatitaŕ:.S58. itan+aŕ,Albacete,Albacete,PIEDRA,LAPIDA,LEVOGIRA,INCISION,MERIDIONAL,NO DUAL,RAYA,Siglo III a.C.,38.99588053,-1.85574745,38.83,-2.0,-300.0,-201.0,-250.5,99.0,ati+uia+iskeunir:tinkan:berśtano++a ś+sebatitaŕ:+itan+aŕ,PIEDRA,2,LAPIDA,5,2,INCISION,1,MERIDIONAL,3,NO DUAL,1,RAYA,8
El Tossal de la Cala,G.08.01,A.06.01,kuleśtileis,Benidorm,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Mediados s. II - mediados s. I a.C.,38.53427136,-0.1306853,38.5,-0.5,-175.0,-26.0,-100.5,149.0,kuleśtileis,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Tossal de la Cala,G.08.02,A.06.02,taŕtinskeŕ,Benidorm,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Mediados s. II - mediados s. I a.C.,38.53427136,-0.1306853,38.5,-0.5,-175.0,-26.0,-100.5,149.0,taŕtinskeŕ,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Tossal de la Cala,G.08.03,A.06.03,+uki,Benidorm,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos II - mediados s. I a.C.,38.53427136,-0.1306853,38.5,-0.5,-200.0,-26.0,-113.0,174.0,+uki,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Tossal de la Cala,G.08.04,A.06.04,si,Benidorm,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,II - Im a.C.,38.53427136,-0.1306853,38.5,-0.5,-200.0,-101.0,-150.5,99.0,si,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Tossal de Manises,G.10.01,A.09.01,]toḿbaŕ[,Alicante / Alacant,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo V - finales s. III a.C.,38.34548705,-0.4831832,38.5,-0.5,-500.0,-202.0,-351.0,298.0,]toḿbaŕ[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Tossal de Manises,G.10.02,A.09.02,]+i[,Alicante / Alacant,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Desconocido,38.34548705,-0.4831832,38.5,-0.5,,,,,]+i[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Tossal de Manises,G.10.03,A.09.03,baalke,Alicante / Alacant,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Insegura: siglo II - cambio de era.,38.34548705,-0.4831832,38.5,-0.5,-400.0,1.0,-199.5,401.0,baalke,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Els Baradells,G.04.01,A.04.12,gud+,Alcoy /Alcoi,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,Siglo V - IV a.C.,38.69764173,-0.473163128,38.5,-0.5,-500.0,-301.0,-400.5,199.0,gud+,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Els Tros,G.03.01,A.05.01,balkar,Benilloba,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,Final s. III - s. II a.C.,38.69955909,-0.3908201,38.5,-0.5,-300.0,-101.0,-200.5,199.0,balkar,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.01,A.08.01,]+ldiŕtige+in,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,]+ldiŕtige+in,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.02,A.08.02,]ninaŕen :,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,]ninaŕen :,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.03,A.08.03,atal[,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,atal[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.04,A.08.04,(a) bal (b) s,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 350 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-350.0,-365.0,30.0,(a) bal (b) s,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.05,A.08.05,leitigeur,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,leitigeur,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.06,A.08.06,aŕst[,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,aŕst[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.07,A.08.07,utiś,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,utiś,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.08,A.08.08,]ito,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO ó GRIEGO,NO APLICA,CARECE,425 - 375 a.C.,38.42754724,-0.40086509,38.5,-0.5,-425.0,-375.0,-400.0,50.0,]ito,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.09,A.08.09,(a) ia (b) t,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a. C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,(a) ia (b) t,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.10,A.08.10,]ŕti+[,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,Insegura: siglo IV a.C.,38.42754724,-0.40086509,38.5,-0.5,-400.0,-301.0,-350.5,99.0,]ŕti+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.11a,A.08.11a,ai,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,ai,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.12,A.08.12,ia,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,ia,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.13,A.08.13,la,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,Finales s. V a.C.,38.42754724,-0.40086509,38.5,-0.5,-421.0,-402.0,-411.5,19.0,la,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.14,A.08.14,ta,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,ta,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.15,A.08.15,]ia[,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,]ia[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.11b,A.08.11b,saka,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,saka,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.,A.08.16,ś,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 350 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-350.0,-365.0,30.0,ś,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.,A.08.17,]ua,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,]ua,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.,A.08.18,ag[,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,ag[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
Illeta dels Banyets,G.09.,A.08.19,s,El Campello,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,GRECOIBERICO,NO APLICA,CARECE,380 - 325 a.C.,38.42754724,-0.40086509,38.5,-0.5,-380.0,-325.0,-352.5,55.0,s,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,GRECOIBERICO,5,,3,CARECE,1
La Alcudia,G.12.04a,A.10.04a,ACOS,Elche / Elx,Alicante,PIEDRA,MOSAICO,DEXTROGIRA,,LATINO,NO APLICA,CARECE,Finales s. I a.C.,38.26536234,-0.698854923,38.5,-0.5,-21.0,-2.0,-11.5,19.0,ACOS,PIEDRA,2,MOSAICO,26,1,,5,LATINO,6,,3,CARECE,1
La Alcudia,G.12.01,A.10.01,ati+riltiŕta,Elche / Elx,Alicante,PIEDRA,LAPIDA,LEVOGIRA,INCISION,MERIDIONAL,NO DUAL,CARECE,Anterior al II a.C. (Llobregat). Ramos Fernández 1969: anterior al III aC. y posterior al VI a.C.,38.26536234,-0.698854923,38.5,-0.5,-500.0,-301.0,-400.5,199.0,ati+riltiŕta,PIEDRA,2,LAPIDA,5,2,INCISION,1,MERIDIONAL,3,NO DUAL,1,CARECE,1
La Alcudia,G.12.02,A.10.02,:kaiaka:,Elche / Elx,Alicante,CERAMICA,RECIPIENTE,LEVOGIRA,INCISION,MERIDIONAL,NO APLICA,RAYA,Mediados s. II - mediados s. I a.C.,38.26536234,-0.698854923,38.5,-0.5,-175.0,-26.0,-100.5,149.0,:kaiaka:,CERAMICA,1,RECIPIENTE,1,2,INCISION,1,MERIDIONAL,3,,3,RAYA,8
La Alcudia,G.12.04b,A.10.04b,+LSAILACOS[ - - ]ELSADINI:COR[ - ESCRAD[c.5]+[ -,Elche / Elx,Alicante,PIEDRA,MOSAICO,DEXTROGIRA,teselas,LATINO,NO APLICA,RAYA,Finales s. I a.C.,38.26536234,-0.698854923,38.5,-0.5,-21.0,-2.0,-11.5,19.0,+LSAILACOS[---]ELSADINI:COR[ ESCRAD[---]+[ -,PIEDRA,2,MOSAICO,26,1,TESELAS,8,LATINO,6,,3,RAYA,8
La Bastida de les Alcuses,G.07.03,V.17.03,auba,Mogente / Moixent,Valencia,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos V - primera mitad s. IV a.C.,38.87398074,-0.751892924,39.48,-0.38,-500.0,-351.0,-425.5,149.0,auba,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
La Bastida de les Alcuses,G.07.04,V.17.04,]ina+[,Mogente / Moixent,Valencia,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos V - IV a.C.,38.87398074,-0.751892924,39.48,-0.38,-500.0,-301.0,-400.5,199.0,]ina+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
La Bastida de les Alcuses,G.07.02,V.17.02,A: (a): ]śkilir:uduta:baśir:taŕakaŕ ]nS45 (b): otalauS45S48der:sikilS48ŕikan etaS81rkir:sosintikerka:nanban bankiśaŕikan :kitar uŕketiigerka:kidetiS81r:laS45 B: saldulakoS45a ki (6) beŕśirka ki (8) aŕtageŕka ki (6) S82lS48śtautinka ki (7) beŕśirka a o (3) ki (1) biuŕtageŕka ki (2) boS81ldiŕka ki (5) saldulakoS45a ki (1) saldulakoS45a o (2) gobeŕonka ki (2) beŕśirka o (3) sakaŕbaśka ki (3 bi) beŕśirka ki (10) aiduaŕgiS45a ki (1) kanibeŕonka ki (5) biuŕildiŕka ki (2) sS48kelka ki (6) biuŕtageŕka ki (5) aiduaŕgiS45a ki (6),Mogente / Moixent,Valencia,PLOMO,LAMINA/PLANCHA,LEVOGIRA,INCISION,MERIDIONAL,DUAL,TRES PUNTOS,Siglos V - primera mitad del s. IV a.C.,38.87398074,-0.751892924,39.48,-0.38,-500.0,-351.0,-425.5,149.0,A: (a): ]śkilir:uduta:baśir:taŕakaŕ ]n+(b): otalau++der:sikil+ŕikan eta+rkir:sosintikerka:nanban bankiśaŕikan :kitar uŕketiigerka:kideti+r:la+B: saldulako+a ki (6) beŕśirka ki (8) aŕtageŕka ki (6)+l+śtautinka ki (7) beŕśirka a o (3) ki (1) biuŕtageŕka ki (2) bo+ldiŕka ki (5) saldulako+a ki (1) saldulako+a o (2) gobeŕonka ki (2) beŕśirka o (3) sakaŕbaśka ki  beŕśirka ki (10) aiduaŕgi+a ki (1) kanibeŕonka ki (5) biuŕildiŕka ki (2) s+kelka ki (6) biuŕtageŕka ki (5) aiduaŕgi+a ki (6),PLOMO,3,LAMINA/PLANCHA,2,2,INCISION,1,MERIDIONAL,3,DUAL,2,TRES PUNTOS,4
La Covalta,G.06.01a,V.19.01a,]ś:ar:ta[ ]kobin++s+ ]+tis++,Albaida,Valencia,PLOMO,LAMINA/PLANCHA,LEVOGIRA,INCISION,MERIDIONAL,NO DUAL,RAYA,Siglos IV - III a.C.,38.83589893,-0.495902896,39.48,-0.38,-400.0,-201.0,-300.5,199.0,]ś:ar:ta[ ]kobin++s+ ]+tis++,PLOMO,3,LAMINA/PLANCHA,2,2,INCISION,1,MERIDIONAL,3,NO DUAL,1,RAYA,8
La Covalta,G.06.01b,V.19.01b,]as:arbeiluś[ s+:ikonbe:aras[ ]++ :kaś++r:,Albaida,Valencia,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,MERIDIONAL,NO DUAL,RAYA,Siglos IV - III a.C.,38.83589893,-0.495902896,39.48,-0.38,-400.0,-201.0,-300.5,199.0,]as:arbeiluś[ s+:ikonbe:aras[ ]++ :kaś++r:,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,MERIDIONAL,3,NO DUAL,1,RAYA,8
La Serreta,G.01.04,A.04.04,]uŕkeskeŕ:o ]iltunbaŕa[ ]ler:teŕki[ ]n :iltiŕ[,Alcoy /Alcoi,Alicante,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,TRES PUNTOS,Insegura: s. IV - principios s. II a. C.,38.69764173,-0.473163128,38.5,-0.5,-400.0,-101.0,-250.5,299.0,]uŕkeskeŕ:o ]iltunbaŕa[ ]ler:teŕki[ ]n :iltiŕ[,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,NO DUAL,1,TRES PUNTOS,4
La Serreta,G.01.06a,A.04.06a,sakalakúka:a I:o I kí I sikétaneśka :o I I I I I I I I,Alcoy /Alcoi,Alicante,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,DOS PUNTOS,Insegura. Otros plomos del yacimiento se han datado entre el siglo IV y comienzos del II a.C.,38.69764173,-0.473163128,38.5,-0.5,-400.0,-181.0,-290.5,219.0,sakalakúka:a I:o I kí I sikétaneśka :o I I I I I I I I,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,NO DUAL,1,DOS PUNTOS,3
